Country,Product,Month,Quantity
Russia,Hydrating Honey Body Lotion,Nov2004,2797.000000000000000
Russia,Hydrating Honey Body Lotion,Dec2004,2789.000000000000000
Russia,FreshFusion Detergent,Jan2004,1074.000000000000000
Russia,FreshFusion Detergent,Feb2004,1144.000000000000000
Russia,FreshFusion Detergent,Mar2004,1130.000000000000000
Russia,FreshFusion Detergent,Apr2004,967.000000000000000
Russia,FreshFusion Detergent,May2004,1121.000000000000000
Russia,FreshFusion Detergent,Jun2004,1127.000000000000000
Russia,FreshFusion Detergent,Jul2004,1137.000000000000000
Russia,FreshFusion Detergent,Aug2004,1094.000000000000000
Russia,FreshFusion Detergent,Sep2004,1129.000000000000000
Russia,FreshFusion Detergent,Oct2004,948.000000000000000
Russia,FreshFusion Detergent,Nov2004,951.000000000000000
Russia,FreshFusion Detergent,Dec2004,1123.000000000000000
Russia,CleanSlate Stain Remover,Jan2004,1241.000000000000000
Russia,CleanSlate Stain Remover,Feb2004,1007.000000000000000
Russia,CleanSlate Stain Remover,Mar2004,1091.000000000000000
Russia,CleanSlate Stain Remover,Apr2004,1167.000000000000000
Russia,CleanSlate Stain Remover,May2004,1114.000000000000000
Russia,CleanSlate Stain Remover,Jun2004,1182.000000000000000
Russia,CleanSlate Stain Remover,Jul2004,1190.000000000000000
Russia,CleanSlate Stain Remover,Aug2004,1085.000000000000000
Russia,CleanSlate Stain Remover,Sep2004,1046.000000000000000
Russia,CleanSlate Stain Remover,Oct2004,1064.000000000000000
Russia,CleanSlate Stain Remover,Nov2004,1039.000000000000000
Russia,CleanSlate Stain Remover,Dec2004,1058.000000000000000
Russia,SoothingSoft Fabric Softener,Jan2004,985.000000000000000
Russia,SoothingSoft Fabric Softener,Feb2004,832.000000000000000
Russia,SoothingSoft Fabric Softener,Mar2004,928.000000000000000
Russia,SoothingSoft Fabric Softener,Apr2004,888.000000000000000
Russia,SoothingSoft Fabric Softener,May2004,846.000000000000000
Russia,SoothingSoft Fabric Softener,Jun2004,951.000000000000000
Russia,SoothingSoft Fabric Softener,Jul2004,1007.000000000000000
Russia,SoothingSoft Fabric Softener,Aug2004,789.000000000000000
Russia,SoothingSoft Fabric Softener,Sep2004,881.000000000000000
Russia,SoothingSoft Fabric Softener,Oct2004,933.000000000000000
Russia,SoothingSoft Fabric Softener,Nov2004,869.000000000000000
Russia,SoothingSoft Fabric Softener,Dec2004,931.000000000000000
Russia,BrightBreeze Whitening Booster,Jan2004,1261.000000000000000
Russia,BrightBreeze Whitening Booster,Feb2004,1391.000000000000000
Russia,BrightBreeze Whitening Booster,Mar2004,1400.000000000000000
Russia,BrightBreeze Whitening Booster,Apr2004,1376.000000000000000
Russia,BrightBreeze Whitening Booster,May2004,1289.000000000000000
Russia,BrightBreeze Whitening Booster,Jun2004,1488.000000000000000
Russia,BrightBreeze Whitening Booster,Jul2004,1439.000000000000000
Russia,BrightBreeze Whitening Booster,Aug2004,1373.000000000000000
Russia,BrightBreeze Whitening Booster,Sep2004,1243.000000000000000
Russia,BrightBreeze Whitening Booster,Oct2004,1240.000000000000000
Russia,BrightBreeze Whitening Booster,Nov2004,1220.000000000000000
Russia,BrightBreeze Whitening Booster,Dec2004,1329.000000000000000
Russia,DelicateDew Sensitive Wash,Jan2004,1686.000000000000000
Russia,DelicateDew Sensitive Wash,Feb2004,1912.000000000000000
Russia,DelicateDew Sensitive Wash,Mar2004,2079.000000000000000
Russia,DelicateDew Sensitive Wash,Apr2004,1823.000000000000000
Russia,DelicateDew Sensitive Wash,May2004,1914.000000000000000
Russia,DelicateDew Sensitive Wash,Jun2004,2014.000000000000000
Russia,DelicateDew Sensitive Wash,Jul2004,1914.000000000000000
Russia,DelicateDew Sensitive Wash,Aug2004,1867.000000000000000
Russia,DelicateDew Sensitive Wash,Sep2004,1842.000000000000000
Russia,DelicateDew Sensitive Wash,Oct2004,1841.000000000000000
Russia,DelicateDew Sensitive Wash,Nov2004,1917.000000000000000
Russia,DelicateDew Sensitive Wash,Dec2004,1896.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Jan2004,770.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Feb2004,841.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Mar2004,865.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Apr2004,764.000000000000000
Russia,SparklingClean All-Purpose Cleaner,May2004,837.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Jun2004,801.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Jul2004,801.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Aug2004,769.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Sep2004,836.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Oct2004,846.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Nov2004,942.000000000000000
Russia,SparklingClean All-Purpose Cleaner,Dec2004,785.000000000000000
Russia,FreshFold Fabric Refresher,Jan2004,1092.000000000000000
Russia,FreshFold Fabric Refresher,Feb2004,959.000000000000000
Russia,FreshFold Fabric Refresher,Mar2004,971.000000000000000
Russia,FreshFold Fabric Refresher,Apr2004,971.000000000000000
Russia,FreshFold Fabric Refresher,May2004,1104.000000000000000
Russia,FreshFold Fabric Refresher,Jun2004,966.000000000000000
Russia,FreshFold Fabric Refresher,Jul2004,1058.000000000000000
Russia,FreshFold Fabric Refresher,Aug2004,1043.000000000000000
Russia,FreshFold Fabric Refresher,Sep2004,1078.000000000000000
Russia,FreshFold Fabric Refresher,Oct2004,1000.000000000000000
Russia,FreshFold Fabric Refresher,Nov2004,972.000000000000000
Russia,FreshFold Fabric Refresher,Dec2004,1025.000000000000000
Russia,RadiantRinse Color Protector,Jan2004,1474.000000000000000
Russia,RadiantRinse Color Protector,Feb2004,1507.000000000000000
Russia,RadiantRinse Color Protector,Mar2004,1385.000000000000000
Russia,RadiantRinse Color Protector,Apr2004,1439.000000000000000
Russia,RadiantRinse Color Protector,May2004,1428.000000000000000
Russia,RadiantRinse Color Protector,Jun2004,1434.000000000000000
Russia,RadiantRinse Color Protector,Jul2004,1344.000000000000000
Russia,RadiantRinse Color Protector,Aug2004,1432.000000000000000
Russia,RadiantRinse Color Protector,Sep2004,1423.000000000000000
Russia,RadiantRinse Color Protector,Oct2004,1482.000000000000000
Russia,RadiantRinse Color Protector,Nov2004,1390.000000000000000
Russia,RadiantRinse Color Protector,Dec2004,1512.000000000000000
Russia,EasyWash Laundry Detergent,Jan2004,872.000000000000000
Russia,EasyWash Laundry Detergent,Feb2004,906.000000000000000
Russia,EasyWash Laundry Detergent,Mar2004,907.000000000000000
Russia,EasyWash Laundry Detergent,Apr2004,910.000000000000000
Russia,EasyWash Laundry Detergent,May2004,877.000000000000000
Russia,EasyWash Laundry Detergent,Jun2004,804.000000000000000
Russia,EasyWash Laundry Detergent,Jul2004,807.000000000000000
Russia,EasyWash Laundry Detergent,Aug2004,835.000000000000000
Russia,EasyWash Laundry Detergent,Sep2004,824.000000000000000
Russia,EasyWash Laundry Detergent,Oct2004,895.000000000000000
Russia,EasyWash Laundry Detergent,Nov2004,880.000000000000000
Russia,EasyWash Laundry Detergent,Dec2004,827.000000000000000
Russia,SmellSational Odor Eliminator,Jan2004,761.000000000000000
Russia,SmellSational Odor Eliminator,Feb2004,879.000000000000000
Russia,SmellSational Odor Eliminator,Mar2004,809.000000000000000
Russia,SmellSational Odor Eliminator,Apr2004,819.000000000000000
Russia,SmellSational Odor Eliminator,May2004,869.000000000000000
Russia,SmellSational Odor Eliminator,Jun2004,889.000000000000000
Russia,SmellSational Odor Eliminator,Jul2004,880.000000000000000
Russia,SmellSational Odor Eliminator,Aug2004,830.000000000000000
Russia,SmellSational Odor Eliminator,Sep2004,801.000000000000000
Russia,SmellSational Odor Eliminator,Oct2004,823.000000000000000
Russia,SmellSational Odor Eliminator,Nov2004,827.000000000000000
Russia,SmellSational Odor Eliminator,Dec2004,777.000000000000000
Russia,LittleLullaby Diaper Cream,Jan2004,864.000000000000000
Russia,LittleLullaby Diaper Cream,Feb2004,867.000000000000000
Russia,LittleLullaby Diaper Cream,Mar2004,952.000000000000000
Russia,LittleLullaby Diaper Cream,Apr2004,802.000000000000000
Russia,LittleLullaby Diaper Cream,May2004,773.000000000000000
Russia,LittleLullaby Diaper Cream,Jun2004,820.000000000000000
Russia,LittleLullaby Diaper Cream,Jul2004,913.000000000000000
Russia,LittleLullaby Diaper Cream,Aug2004,830.000000000000000
Russia,LittleLullaby Diaper Cream,Sep2004,847.000000000000000
Russia,LittleLullaby Diaper Cream,Oct2004,837.000000000000000
Russia,LittleLullaby Diaper Cream,Nov2004,886.000000000000000
Russia,LittleLullaby Diaper Cream,Dec2004,831.000000000000000
Russia,SoothingSerenity Baby Oil,Jan2004,1275.000000000000000
Russia,SoothingSerenity Baby Oil,Feb2004,1291.000000000000000
Russia,SoothingSerenity Baby Oil,Mar2004,1148.000000000000000
Russia,SoothingSerenity Baby Oil,Apr2004,1229.000000000000000
Russia,SoothingSerenity Baby Oil,May2004,1205.000000000000000
Russia,SoothingSerenity Baby Oil,Jun2004,1201.000000000000000
Russia,SoothingSerenity Baby Oil,Jul2004,1289.000000000000000
Russia,SoothingSerenity Baby Oil,Aug2004,1238.000000000000000
Russia,SoothingSerenity Baby Oil,Sep2004,1287.000000000000000
Russia,SoothingSerenity Baby Oil,Oct2004,1208.000000000000000
Russia,SoothingSerenity Baby Oil,Nov2004,1261.000000000000000
Russia,SoothingSerenity Baby Oil,Dec2004,1348.000000000000000
Russia,CalmingClean Bath Time Wash,Jan2004,1134.000000000000000
Russia,CalmingClean Bath Time Wash,Feb2004,1125.000000000000000
Russia,CalmingClean Bath Time Wash,Mar2004,1181.000000000000000
Russia,CalmingClean Bath Time Wash,Apr2004,1189.000000000000000
Russia,CalmingClean Bath Time Wash,May2004,1081.000000000000000
Russia,CalmingClean Bath Time Wash,Jun2004,1130.000000000000000
Russia,CalmingClean Bath Time Wash,Jul2004,1120.000000000000000
Russia,CalmingClean Bath Time Wash,Aug2004,1227.000000000000000
Russia,CalmingClean Bath Time Wash,Sep2004,1143.000000000000000
Russia,CalmingClean Bath Time Wash,Oct2004,1146.000000000000000
Russia,CalmingClean Bath Time Wash,Nov2004,1109.000000000000000
Russia,CalmingClean Bath Time Wash,Dec2004,1228.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Jan2004,1692.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Feb2004,1659.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Mar2004,1649.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Apr2004,1515.000000000000000
Russia,FreshFusion Diaper Rash Remedy,May2004,1649.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Jun2004,1552.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Jul2004,1744.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Aug2004,1722.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Sep2004,1676.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Oct2004,1664.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Nov2004,1739.000000000000000
Russia,FreshFusion Diaper Rash Remedy,Dec2004,1586.000000000000000
Russia,PurePore Baby Lotion,Jan2004,1789.000000000000000
Russia,PurePore Baby Lotion,Feb2004,1590.000000000000000
Russia,PurePore Baby Lotion,Mar2004,1806.000000000000000
Russia,PurePore Baby Lotion,Apr2004,1894.000000000000000
Russia,PurePore Baby Lotion,May2004,1913.000000000000000
Russia,PurePore Baby Lotion,Jun2004,1789.000000000000000
Russia,PurePore Baby Lotion,Jul2004,1903.000000000000000
Russia,PurePore Baby Lotion,Aug2004,1759.000000000000000
Russia,PurePore Baby Lotion,Sep2004,1564.000000000000000
Russia,PurePore Baby Lotion,Oct2004,1869.000000000000000
Russia,PurePore Baby Lotion,Nov2004,1495.000000000000000
Russia,PurePore Baby Lotion,Dec2004,1986.000000000000000
Russia,SilkySkin Baby Cream,Jan2004,751.000000000000000
Russia,SilkySkin Baby Cream,Feb2004,794.000000000000000
Russia,SilkySkin Baby Cream,Mar2004,1019.000000000000000
Russia,SilkySkin Baby Cream,Apr2004,792.000000000000000
Russia,SilkySkin Baby Cream,May2004,875.000000000000000
Russia,SilkySkin Baby Cream,Jun2004,832.000000000000000
Russia,SilkySkin Baby Cream,Jul2004,1026.000000000000000
Russia,SilkySkin Baby Cream,Aug2004,749.000000000000000
Russia,SilkySkin Baby Cream,Sep2004,755.000000000000000
Russia,SilkySkin Baby Cream,Oct2004,772.000000000000000
Russia,SilkySkin Baby Cream,Nov2004,1063.000000000000000
Russia,SilkySkin Baby Cream,Dec2004,854.000000000000000
Russia,BrightBreeze Insect Repellent,Jan2004,1476.000000000000000
Russia,BrightBreeze Insect Repellent,Feb2004,1798.000000000000000
Russia,BrightBreeze Insect Repellent,Mar2004,1686.000000000000000
Russia,BrightBreeze Insect Repellent,Apr2004,1662.000000000000000
Russia,BrightBreeze Insect Repellent,May2004,1681.000000000000000
Russia,BrightBreeze Insect Repellent,Jun2004,1643.000000000000000
Russia,BrightBreeze Insect Repellent,Jul2004,1641.000000000000000
Russia,BrightBreeze Insect Repellent,Aug2004,1687.000000000000000
Russia,BrightBreeze Insect Repellent,Sep2004,1575.000000000000000
Russia,BrightBreeze Insect Repellent,Oct2004,1735.000000000000000
Russia,BrightBreeze Insect Repellent,Nov2004,1719.000000000000000
Russia,BrightBreeze Insect Repellent,Dec2004,1710.000000000000000
Russia,SoftStep Baby Shampoo,Jan2004,788.000000000000000
Russia,SoftStep Baby Shampoo,Feb2004,757.000000000000000
Russia,SoftStep Baby Shampoo,Mar2004,700.000000000000000
Russia,SoftStep Baby Shampoo,Apr2004,770.000000000000000
Russia,SoftStep Baby Shampoo,May2004,734.000000000000000
Russia,SoftStep Baby Shampoo,Jun2004,738.000000000000000
Russia,SoftStep Baby Shampoo,Jul2004,679.000000000000000
Russia,SoftStep Baby Shampoo,Aug2004,855.000000000000000
Russia,SoftStep Baby Shampoo,Sep2004,739.000000000000000
Russia,SoftStep Baby Shampoo,Oct2004,773.000000000000000
Russia,SoftStep Baby Shampoo,Nov2004,764.000000000000000
Russia,SoftStep Baby Shampoo,Dec2004,840.000000000000000
Russia,RadiantRose Baby Massage Oil,Jan2004,734.000000000000000
Russia,RadiantRose Baby Massage Oil,Feb2004,838.000000000000000
Russia,RadiantRose Baby Massage Oil,Mar2004,780.000000000000000
Russia,RadiantRose Baby Massage Oil,Apr2004,685.000000000000000
Russia,RadiantRose Baby Massage Oil,May2004,818.000000000000000
Russia,RadiantRose Baby Massage Oil,Jun2004,820.000000000000000
Russia,RadiantRose Baby Massage Oil,Jul2004,918.000000000000000
Russia,RadiantRose Baby Massage Oil,Aug2004,847.000000000000000
Russia,RadiantRose Baby Massage Oil,Sep2004,827.000000000000000
Russia,RadiantRose Baby Massage Oil,Oct2004,785.000000000000000
Russia,RadiantRose Baby Massage Oil,Nov2004,918.000000000000000
Russia,RadiantRose Baby Massage Oil,Dec2004,746.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Jan2004,873.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Feb2004,806.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Mar2004,922.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Apr2004,809.000000000000000
Russia,EasyWash Laundry Detergent for Babies,May2004,853.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Jun2004,861.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Jul2004,855.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Aug2004,841.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Sep2004,790.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Oct2004,880.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Nov2004,872.000000000000000
Russia,EasyWash Laundry Detergent for Babies,Dec2004,778.000000000000000
Russia,LittleLullaby Diaper Liners,Jan2004,1844.000000000000000
Russia,LittleLullaby Diaper Liners,Feb2004,2078.000000000000000
Russia,LittleLullaby Diaper Liners,Mar2004,2022.000000000000000
Russia,LittleLullaby Diaper Liners,Apr2004,1893.000000000000000
Russia,LittleLullaby Diaper Liners,May2004,1855.000000000000000
Russia,LittleLullaby Diaper Liners,Jun2004,1814.000000000000000
Russia,LittleLullaby Diaper Liners,Jul2004,2058.000000000000000
Russia,LittleLullaby Diaper Liners,Aug2004,1787.000000000000000
Russia,LittleLullaby Diaper Liners,Sep2004,1806.000000000000000
Russia,LittleLullaby Diaper Liners,Oct2004,1976.000000000000000
Russia,LittleLullaby Diaper Liners,Nov2004,1986.000000000000000
Russia,LittleLullaby Diaper Liners,Dec2004,1914.000000000000000
Russia,SoothingSerenity Baby Rub,Jan2004,918.000000000000000
Russia,SoothingSerenity Baby Rub,Feb2004,917.000000000000000
Russia,SoothingSerenity Baby Rub,Mar2004,911.000000000000000
Russia,SoothingSerenity Baby Rub,Apr2004,882.000000000000000
Russia,SoothingSerenity Baby Rub,May2004,972.000000000000000
Russia,SoothingSerenity Baby Rub,Jun2004,959.000000000000000
Russia,SoothingSerenity Baby Rub,Jul2004,902.000000000000000
Russia,SoothingSerenity Baby Rub,Aug2004,936.000000000000000
Russia,SoothingSerenity Baby Rub,Sep2004,909.000000000000000
Russia,SoothingSerenity Baby Rub,Oct2004,893.000000000000000
Russia,SoothingSerenity Baby Rub,Nov2004,929.000000000000000
Russia,SoothingSerenity Baby Rub,Dec2004,973.000000000000000
Russia,CalmingClean Diaper Rash Cream,Jan2004,963.000000000000000
Russia,CalmingClean Diaper Rash Cream,Feb2004,979.000000000000000
Russia,CalmingClean Diaper Rash Cream,Mar2004,961.000000000000000
Russia,CalmingClean Diaper Rash Cream,Apr2004,985.000000000000000
Russia,CalmingClean Diaper Rash Cream,May2004,883.000000000000000
Russia,CalmingClean Diaper Rash Cream,Jun2004,933.000000000000000
Russia,CalmingClean Diaper Rash Cream,Jul2004,885.000000000000000
Russia,CalmingClean Diaper Rash Cream,Aug2004,924.000000000000000
Russia,CalmingClean Diaper Rash Cream,Sep2004,800.000000000000000
Russia,CalmingClean Diaper Rash Cream,Oct2004,895.000000000000000
Russia,CalmingClean Diaper Rash Cream,Nov2004,983.000000000000000
Russia,CalmingClean Diaper Rash Cream,Dec2004,909.000000000000000
Russia,FreshFusion Baby Wipes,Jan2004,1037.000000000000000
Russia,FreshFusion Baby Wipes,Feb2004,1044.000000000000000
Russia,FreshFusion Baby Wipes,Mar2004,1061.000000000000000
Russia,FreshFusion Baby Wipes,Apr2004,1124.000000000000000
Russia,FreshFusion Baby Wipes,May2004,978.000000000000000
Russia,FreshFusion Baby Wipes,Jun2004,956.000000000000000
Russia,FreshFusion Baby Wipes,Jul2004,907.000000000000000
Russia,FreshFusion Baby Wipes,Aug2004,1058.000000000000000
Russia,FreshFusion Baby Wipes,Sep2004,1026.000000000000000
Russia,FreshFusion Baby Wipes,Oct2004,1014.000000000000000
Russia,FreshFusion Baby Wipes,Nov2004,1019.000000000000000
Russia,FreshFusion Baby Wipes,Dec2004,1075.000000000000000
Russia,PurePore Baby Skincare Set,Jan2004,1434.000000000000000
Russia,PurePore Baby Skincare Set,Feb2004,1410.000000000000000
Russia,PurePore Baby Skincare Set,Mar2004,1424.000000000000000
Russia,PurePore Baby Skincare Set,Apr2004,1179.000000000000000
Russia,PurePore Baby Skincare Set,May2004,1455.000000000000000
Russia,PurePore Baby Skincare Set,Jun2004,1561.000000000000000
Russia,PurePore Baby Skincare Set,Jul2004,998.000000000000000
Russia,PurePore Baby Skincare Set,Aug2004,1383.000000000000000
Russia,PurePore Baby Skincare Set,Sep2004,1486.000000000000000
Russia,PurePore Baby Skincare Set,Oct2004,1438.000000000000000
Russia,PurePore Baby Skincare Set,Nov2004,1526.000000000000000
Russia,PurePore Baby Skincare Set,Dec2004,1459.000000000000000
Russia,SilkySkin Baby Moisturizer,Jan2004,1050.000000000000000
Russia,SilkySkin Baby Moisturizer,Feb2004,1034.000000000000000
Russia,SilkySkin Baby Moisturizer,Mar2004,1021.000000000000000
Russia,SilkySkin Baby Moisturizer,Apr2004,1037.000000000000000
Russia,SilkySkin Baby Moisturizer,May2004,1074.000000000000000
Russia,SilkySkin Baby Moisturizer,Jun2004,1106.000000000000000
Russia,SilkySkin Baby Moisturizer,Jul2004,1155.000000000000000
Russia,SilkySkin Baby Moisturizer,Aug2004,1088.000000000000000
Russia,SilkySkin Baby Moisturizer,Sep2004,1036.000000000000000
Russia,SilkySkin Baby Moisturizer,Oct2004,1020.000000000000000
Russia,SilkySkin Baby Moisturizer,Nov2004,1017.000000000000000
Russia,SilkySkin Baby Moisturizer,Dec2004,1065.000000000000000
Russia,GentleGlow Baby Face Wash,Jan2004,806.000000000000000
Russia,GentleGlow Baby Face Wash,Feb2004,876.000000000000000
Russia,GentleGlow Baby Face Wash,Mar2004,845.000000000000000
Russia,GentleGlow Baby Face Wash,Apr2004,797.000000000000000
Russia,GentleGlow Baby Face Wash,May2004,825.000000000000000
Russia,GentleGlow Baby Face Wash,Jun2004,832.000000000000000
Russia,GentleGlow Baby Face Wash,Jul2004,811.000000000000000
Russia,GentleGlow Baby Face Wash,Aug2004,753.000000000000000
Russia,GentleGlow Baby Face Wash,Sep2004,832.000000000000000
Russia,GentleGlow Baby Face Wash,Oct2004,790.000000000000000
Russia,GentleGlow Baby Face Wash,Nov2004,835.000000000000000
Russia,GentleGlow Baby Face Wash,Dec2004,848.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Jan2004,1371.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Feb2004,1333.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Mar2004,1347.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Apr2004,1405.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,May2004,1522.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Jun2004,1326.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Jul2004,1390.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Aug2004,1388.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Sep2004,1383.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Oct2004,1284.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Nov2004,1330.000000000000000
Russia,BrightBreeze Baby Sunscreen Stick,Dec2004,1313.000000000000000
Russia,SmellSational Baby Room Spray,Jan2004,1459.000000000000000
Russia,SmellSational Baby Room Spray,Feb2004,1357.000000000000000
Russia,SmellSational Baby Room Spray,Mar2004,1444.000000000000000
Russia,SmellSational Baby Room Spray,Apr2004,1473.000000000000000
Russia,SmellSational Baby Room Spray,May2004,1293.000000000000000
Russia,SmellSational Baby Room Spray,Jun2004,1491.000000000000000
Russia,SmellSational Baby Room Spray,Jul2004,1374.000000000000000
Russia,SmellSational Baby Room Spray,Aug2004,1428.000000000000000
Russia,SmellSational Baby Room Spray,Sep2004,1441.000000000000000
Russia,SmellSational Baby Room Spray,Oct2004,1411.000000000000000
Russia,SmellSational Baby Room Spray,Nov2004,1523.000000000000000
Russia,SmellSational Baby Room Spray,Dec2004,1456.000000000000000
Russia,LuminousLocks Shampoo,Jan2004,1665.000000000000000
Russia,LuminousLocks Shampoo,Feb2004,1574.000000000000000
Russia,LuminousLocks Shampoo,Mar2004,1496.000000000000000
Russia,LuminousLocks Shampoo,Apr2004,1623.000000000000000
Russia,LuminousLocks Shampoo,May2004,1599.000000000000000
Russia,LuminousLocks Shampoo,Jun2004,1559.000000000000000
Russia,LuminousLocks Shampoo,Jul2004,1554.000000000000000
Russia,LuminousLocks Shampoo,Aug2004,1597.000000000000000
Russia,LuminousLocks Shampoo,Sep2004,1650.000000000000000
Russia,LuminousLocks Shampoo,Oct2004,1476.000000000000000
Russia,LuminousLocks Shampoo,Nov2004,1472.000000000000000
Russia,LuminousLocks Shampoo,Dec2004,1642.000000000000000
Russia,SilkSmooth Conditioner,Jan2004,1199.000000000000000
Russia,SilkSmooth Conditioner,Feb2004,1319.000000000000000
Russia,SilkSmooth Conditioner,Mar2004,1216.000000000000000
Russia,SilkSmooth Conditioner,Apr2004,1153.000000000000000
Russia,SilkSmooth Conditioner,May2004,1154.000000000000000
Russia,SilkSmooth Conditioner,Jun2004,1135.000000000000000
Russia,SilkSmooth Conditioner,Jul2004,1258.000000000000000
Russia,SilkSmooth Conditioner,Aug2004,1242.000000000000000
Russia,SilkSmooth Conditioner,Sep2004,1196.000000000000000
Russia,SilkSmooth Conditioner,Oct2004,1208.000000000000000
Russia,SilkSmooth Conditioner,Nov2004,1203.000000000000000
Russia,SilkSmooth Conditioner,Dec2004,1155.000000000000000
Russia,FreshFusion Hair Mask,Jan2004,1165.000000000000000
Russia,FreshFusion Hair Mask,Feb2004,1231.000000000000000
Russia,FreshFusion Hair Mask,Mar2004,1307.000000000000000
Russia,FreshFusion Hair Mask,Apr2004,1281.000000000000000
Russia,FreshFusion Hair Mask,May2004,1312.000000000000000
Russia,FreshFusion Hair Mask,Jun2004,1277.000000000000000
Russia,FreshFusion Hair Mask,Jul2004,1317.000000000000000
Russia,FreshFusion Hair Mask,Aug2004,1221.000000000000000
Russia,FreshFusion Hair Mask,Sep2004,1269.000000000000000
Russia,FreshFusion Hair Mask,Oct2004,1258.000000000000000
Russia,FreshFusion Hair Mask,Nov2004,1298.000000000000000
Russia,FreshFusion Hair Mask,Dec2004,1211.000000000000000
Russia,RadiantRose Hair Serum,Jan2004,1194.000000000000000
Russia,RadiantRose Hair Serum,Feb2004,1139.000000000000000
Russia,RadiantRose Hair Serum,Mar2004,1145.000000000000000
Russia,RadiantRose Hair Serum,Apr2004,1303.000000000000000
Russia,RadiantRose Hair Serum,May2004,1280.000000000000000
Russia,RadiantRose Hair Serum,Jun2004,1221.000000000000000
Russia,RadiantRose Hair Serum,Jul2004,1285.000000000000000
Russia,RadiantRose Hair Serum,Aug2004,1096.000000000000000
Russia,RadiantRose Hair Serum,Sep2004,1205.000000000000000
Russia,RadiantRose Hair Serum,Oct2004,1166.000000000000000
Russia,RadiantRose Hair Serum,Nov2004,1177.000000000000000
Russia,RadiantRose Hair Serum,Dec2004,1151.000000000000000
Russia,SoothingSerenity Scalp Treatment,Jan2004,1595.000000000000000
Russia,SoothingSerenity Scalp Treatment,Feb2004,1848.000000000000000
Russia,SoothingSerenity Scalp Treatment,Mar2004,1659.000000000000000
Russia,SoothingSerenity Scalp Treatment,Apr2004,1928.000000000000000
Russia,SoothingSerenity Scalp Treatment,May2004,1549.000000000000000
Russia,SoothingSerenity Scalp Treatment,Jun2004,1873.000000000000000
Russia,SoothingSerenity Scalp Treatment,Jul2004,1574.000000000000000
Russia,SoothingSerenity Scalp Treatment,Aug2004,1936.000000000000000
Russia,SoothingSerenity Scalp Treatment,Sep2004,1457.000000000000000
Russia,SoothingSerenity Scalp Treatment,Oct2004,1802.000000000000000
Russia,SoothingSerenity Scalp Treatment,Nov2004,1605.000000000000000
Russia,SoothingSerenity Scalp Treatment,Dec2004,1779.000000000000000
Russia,CleanSlate Feminine Deodorant,Jan2004,906.000000000000000
Russia,CleanSlate Feminine Deodorant,Feb2004,847.000000000000000
Russia,CleanSlate Feminine Deodorant,Mar2004,819.000000000000000
Russia,CleanSlate Feminine Deodorant,Apr2004,890.000000000000000
Russia,CleanSlate Feminine Deodorant,May2004,848.000000000000000
Russia,CleanSlate Feminine Deodorant,Jun2004,891.000000000000000
Russia,CleanSlate Feminine Deodorant,Jul2004,818.000000000000000
Russia,CleanSlate Feminine Deodorant,Aug2004,853.000000000000000
Russia,CleanSlate Feminine Deodorant,Sep2004,827.000000000000000
Russia,CleanSlate Feminine Deodorant,Oct2004,860.000000000000000
